,index,name,brand,price,number_of_comment,hardware_size(GB),RAM(GB),display(inch),Negative,Positive,rank
190,190,Laptop Asus Vivobook 15 X509JA-EJ427T (Core i3-1005G1/ RAM 4GB DDR4 2400MHz/ 512GB SSD M.2 PCIE G3X2/ 15.6 FHD/ Win10) - Hàng Chính Hãng ,Asus,10609000.0,0.0,512.0,4.0,15.6,0.040437758745970345,0.9595622412540297,88
191,191,Laptop Acer Aspire 3 A315-55G-504M NX.HNSSV.006 (Core i5-10210U/ 4GB DDR4/ SSD 512GB/ MX230 2GB/ 15.6 FHD/ Win10) - Hàng Chính Hãng ,Acer,14989000.0,1.0,512.0,4.0,15.6,0.15023351600174686,0.8497664839982532,32
192,192,Laptop Dell Inspiron 5584 N5I5353W Core i5-8265U/ MX130/ Win10 (15 FHD) - Hàng Chính Hãng ,Dell,17999000.0,0.0,2.0,1.0,15.6,0.040437758745970345,0.9595622412540297,248
193,193,Laptop Acer Aspire 5 A514-53-346U NX.HUSSV.005 (Core i3-1005G1/ 4GB RAM/ 512GB SSD/ 14 FHD/ Win 10) - Hàng Chính Hãng ,Acer,13159000.0,1.0,307.4,4.0,14.0,0.2743644657539324,0.7256355342460676,126
194,194,Laptop Acer Swift 5 SF514-52T-50G2 NX.GTMSV.001 Core i5-8250U/ Win10 14  (Blue) - Hàng Chính Hãng ,Acer,23399000.0,1.0,256.0,8.0,14.0,0.1892388104387212,0.810761189561279,145
195,195,"Laptop Acer Swift 5 SF514-53T-740R NX.H7KSV.002 Core i7-8565U/Win10 (14"" FHD IPS Touch) - Hàng Chính Hãng ",Acer,20190000.0,0.0,256.0,8.0,14.0,0.040437758745970345,0.9595622412540297,172
196,196,Laptop HP 240 G7 i3-1005G1 / 4GD4 / 256GSSD / 14.0HD / Wlac / BT4.2 / 3C41WHr / XÁM/WIN10_3S004PA_D - Hàng chính hãng ,HP,9990000.0,0.0,256.0,4.0,14.319999999999999,0.040437758745970345,0.9595622412540297,195
197,197,LapTop Lenovo ThinkBook 15 IIL 20SM00D9VN | Core i3 _ 1005G1 | 4GB | 512GB SSD PCIe | Win 10 | 15 6'' FHD IPS | Hàng Chính Hãng ,Lenovo,11900000.0,0.0,512.0,4.0,14.319999999999999,0.040437758745970345,0.9595622412540297,101
198,198,Surface Pro 6 Intel Core I7 Ram 16Gb Ssd 512Gb (New)- Hàng chính hãng ,Surface,39490000.0,0.0,460.8,8.0,14.479999999999999,0.040437758745970345,0.9595622412540297,112
199,199,Surface Pro 7 Core I5 Ram 8Gb Ssd 256Gb Brand New - Nhập Khẩu ,Surface,31890000.0,0.0,307.4,8.0,16.279999999999998,0.040437758745970345,0.9595622412540297,133
200,200,Laptop HP ProBook 450 G6 (Intel Core I5-8265U 4 RAM DDR4 500GB HDD 15.6 FHD Free DOS Sliver - 6FG97PA) -Hàng Chính Hãng ,HP,13550000.0,0.0,500.0,4.0,15.6,0.040437758745970345,0.9595622412540297,104
201,201,Laptop Avita Liber V14 NS14A8VNW561-UGAB (AMD R7-3700U/ 8GB DDR4 2400MHz/ 512GB SSD M.2 SATA/ 14 FHD IPS/ Win10) - Hàng Chính Hãng ,Avita,14839000.0,0.0,512.0,8.0,14.0,0.040437758745970345,0.9595622412540297,80
202,202,"Bộ Dán Macbook 5 in 1 JCPAL Cho MB Air 13"" 2018-2019(Gold) - Hàng Chính Hãng ",JCPAL,749000.0,1.0,205.0,54.4,14.64,0.15023351600174686,0.8497664839982532,121
203,203,Laptop Acer Aspire A315-56-59XY NX.HS5SV.003 (Core i5 1035G1/ 4GB RAM/ 256GB SSD/ 15.6 FHD/ Win 10) - Hàng Chính Hãng ,Acer,13199000.0,0.0,256.0,4.0,15.6,0.040437758745970345,0.9595622412540297,182
204,204,Laptop Acer Predator Helios 300 PH315-52-75R6 NH.Q54SV.003 (Core i7-9750H/ 16GB DDR4 2666MHz/ 512GB SSD M.2 PCIE G3X4/ RTX 2060 6GB/ 15.6 FHD IPS  144Hz  3ms/ Win10) - Hàng Chính Hãng ,Acer,41799000.0,0.0,512.0,16.0,15.6,0.040437758745970345,0.9595622412540297,21
205,205,Laptop HP Pavilion Gaming 15-ec1056AX 1N1J6PA (AMD Ryzen 7 4800H/ 8GB DDR4 3200MHz/ 512GB SSD M.2 PCIE/ GTX 1650 4GB GDDR6/ 15.6 FHD IPS  144Hz/ Win10) - Hàng Chính Hãng ,HP,24799000.0,0.0,512.0,8.0,15.6,0.040437758745970345,0.9595622412540297,52
206,206,Microsoft Surface Laptop Core i5 / Win10 S 13.5  8GB RAM (Đỏ) - Hàng Nhập Khẩu ,Microsoft,27700000.0,0.0,256.0,8.0,13.5,0.040437758745970345,0.9595622412540297,185
207,207,Laptop HP Pavilion 15-cs2057TX 6YZ20PA Core i5-8265U/ MX130 2GB/ Win10 (15.6 FHD) - Grey - Hàng Chính Hãng ,HP,14119000.0,0.0,1.0,4.0,15.6,0.040437758745970345,0.9595622412540297,246
208,208,Microsoft Surface Pro 2018 - Core i7-8650U/8G/256GB (KJU-00016) - Hàng Chính Hãng ,Microsoft,38080000.0,0.0,256.0,8.0,12.3,0.040437758745970345,0.9595622412540297,193
209,209,Laptop Lenovo Ideapad S340 14IIL (81VV003VVN). Intel Core I3 1005G1 (15.6 ) - Hàng Nhập Khẩu ,Lenovo,10790000.0,0.0,512.0,8.0,15.6,0.040437758745970345,0.9595622412540297,53
210,210,"Laptop HP ProBook 450 G6 6FG83PA Core i7-8565U/MX130/Dos (15.6"" FHD) - Hàng Chính Hãng ",HP,22699000.0,0.0,256.0,8.0,14.0,0.040437758745970345,0.9595622412540297,173
211,211,Surface Book 2 13  Core I5 Ram 8Gb Ssd 128Gb (New) - Hàng chính hãng ,Surface,33000000.0,0.0,409.6,11.2,15.940000000000001,0.040437758745970345,0.9595622412540297,115
212,212,Laptop Dell Gaming G7 7500 G7500A (Core i7-10750H/ 16GB (8GB x2) DDR4 3200MHz/ 512GB SSD M.2 PCIe/ RTX 2060 6GB GDDR6/ 15.6 FHD WVA  144Hz/ Win10) - Hàng Chính Hãng ,Dell,39359000.0,0.0,512.0,16.0,15.6,0.040437758745970345,0.9595622412540297,22
213,213,Laptop Asus VivoBook 15 A512DA-EJ1448T (AMD R3-3250U/ 4GB DDR4/ 512GB PCIe/ 15.6 FHD/ Win10) - Hàng Chính Hãng ,Asus,11890000.0,0.0,512.0,4.0,15.6,0.040437758745970345,0.9595622412540297,89
214,214,Combo Laptop AVITA LIBER V 14 màu thiên thần xanh + Balo - Hàng chính hãng ,Avita,16900000.0,0.0,512.0,8.0,14.319999999999999,0.040437758745970345,0.9595622412540297,63
215,215,Laptop Dell Vostro 5301 V3I7129W (Core i7-1165G7/ 8GB LPDDR4X/ 512GB M.2 PCIe NVMe/ MX350 2GB/ 13.3 FHD/ Win10) - Hàng Chính Hãng ,Dell,24009000.0,0.0,512.0,8.0,13.3,0.040437758745970345,0.9595622412540297,95
216,216,Laptop Asus ExpertBook B9450FA-BM0324T (Core i5-10210U/ 8GB LDDR3/ 512GB SSD PCIE G3X4/ 14 FHD IPS/ Win10) - Hàng Chính Hãng ,Asus,35839000.0,0.0,512.0,8.0,14.0,0.040437758745970345,0.9595622412540297,81
217,217,Dell Inspiron 5584Y : i7-8565U | 8GB RAM | 1TB HDD + 128GB SSD | GeForce MX130 4GB | 15.6 FHD | Win10 | Silver - Hàng chính hãng ,Dell,20300000.0,0.0,307.4,8.0,14.319999999999999,0.040437758745970345,0.9595622412540297,136
218,218,"Laptop HP ProBook 440 G6 6FG85PA Core i5-8265U/MX130 2GB/Dos (14"" FHD) - Hàng Chính Hãng ",HP,16999000.0,0.0,500.0,4.0,14.0,0.040437758745970345,0.9595622412540297,108
219,219,Laptop Dell Gaming G5 5500 70228123 (Core i7-10750H/ 16GB (8GB x2) DDR4 3200MHz/ 512GB SSD M.2 PCIe/ RTX 2060 6GB GDDR6/ 15.6 FHD WVA  144Hz/ Win10) - Hàng Chính Hãng ,Dell,33089000.0,0.0,512.0,16.0,15.6,0.040437758745970345,0.9595622412540297,23
220,220,Laptop Acer Aspire A514-52-516K NX.HMHSV.002 Core i5-10210U/ Win10 (14 FHD) - Hàng Chính Hãng ,Acer,13600000.0,0.0,256.0,4.0,14.0,0.040437758745970345,0.9595622412540297,200
221,221,Laptop MSI Modern 14 B11SB-074VN (Core i5-1135G7/ 8GB DDR4 3200MHz/ 512GB PCIe NVMe/ MX450 2GB GDDR5/ 14 FHD IPS/ Win10) - Hàng Chính Hãng ,MSI,21199000.0,0.0,512.0,8.0,14.0,0.040437758745970345,0.9595622412540297,82
222,222,Laptop Dell Latitude 5400 70194817 (Core i5-8365U/ 8GB RAM/ 256GBSSD/ 14 FHD/ Dos) - Hàng Chính Hãng ,Dell,18990000.0,0.0,256.0,8.0,14.0,0.040437758745970345,0.9595622412540297,174
223,223,"LapTop Lenovo ThinkBook 14 IIL 20SL00HNVN | Core i3 _ 1005G1 | 4GB | 512GB SSD PCIe | Win 10 | 14"" FHD | Hàng Chính Hãng ",Lenovo,12300000.0,0.0,512.0,4.0,14.5,0.040437758745970345,0.9595622412540297,100
224,224,Laptop Dell Inspiron 5593 70196703 Core i3-1005G1/ Win10 (15.6 FHD) - Hàng Chính Hãng ,Dell,12190000.0,3.0,128.0,4.0,15.6,0.37183048332763585,0.6281695166723642,209
225,225,Microsoft Surface Pro 2018 - Core i5-8250U/8G/256GB - Hàng Chính Hãng ,Microsoft,27445000.0,6.0,256.0,8.0,12.3,0.3809750417001227,0.6190249582998774,134
226,226,Laptop Acer Swift 3 SF314-58-55RJ NX.HPMSV.006 (Core i5-10210U/ 8GB (4GB x2) DDR4 2400MHz/ 512GB SSD M.2 PCIe NVMe/ 14 FHD IPS/ Win10) - Hàng Chính Hãng ,Acer,16690000.0,0.0,512.0,8.0,14.0,0.040437758745970345,0.9595622412540297,83
227,227,"Laptop HP EliteBook 845 G7 (AMD R7 PRO 4750U 16GB RAM 512GB SSD AMD Graphics 14""FHD Fingerprint Win 10 Pro Silver)_231A0PA - Hàng Chính Hãng ",HP,32990000.0,0.0,512.0,16.0,14.0,0.040437758745970345,0.9595622412540297,29
228,228,Laptop Acer Aspire 3 A315-23G-R33Y NX.HVSSV.001 (AMD R5 3500U/ 4GB DDR4/ 512GB PCIe NVMe/ 15 HFD/ Win10) - Hàng Chính Hãng ,Acer,14199000.0,0.0,512.0,4.0,15.6,0.040437758745970345,0.9595622412540297,90
229,229,Laptop Acer Swift 5 SF514-55T-51NZ NX.HX9SV.002 (Core i5-1135G7/ 8GB LPDDR4x 4267MHz/ 512GB PCIe NVMe SSD/ 14 FHD IPS Touch/ Win10) - Hàng Chính Hãng ,Acer,24299000.0,0.0,512.0,8.0,14.0,0.040437758745970345,0.9595622412540297,84
230,230,Laptop HP 15s-du0068TX 8AG28PA Core i5-8265U/ MX130 2GB/ Win10 (15.6 HD) - Hàng Chính Hãng ,HP,15299000.0,0.0,1.0,8.0,15.6,0.040437758745970345,0.9595622412540297,237
231,231,Laptop Avita Liber V14 NS14A8VNF561-SGB (Core i5-10210U / 8GB DDR4 2400MHz/ 512GB SSD M.2 SATA/ 14 FHD/ Win10) - Hàng Chính Hãng ,Avita,15769000.0,0.0,512.0,8.0,14.0,0.040437758745970345,0.9595622412540297,85
232,232,"Laptop HP Pavilion Gaming 15-dk1086TX (Core i7-10750H 8GB RAM 512GB SSD GF GTX 1650Ti 4GB 15.6""FHD 3cell Win 10 Home 64 Black)_206R3PA - Hàng Chính Hãng ",HP,27499000.0,0.0,512.0,8.0,13.679999999999998,0.040437758745970345,0.9595622412540297,87
233,233,Đế dựng dành cho Laptop  MacBoook Air/Pro  Dell XPS  Surface Laptop TOMTOC nhôm cao cấp - B4-002S - hàng chính hãng ,Tomtoc,999000.0,0.0,205.0,4.0,14.64,0.040437758745970345,0.9595622412540297,212
234,234,"Laptop Dell V3590 i5 10210U/8Gb/256Gb/15.6""FHD/AMD 610 2Gb/DVDSup/Win10 - Hàng Chính Hãng ",Dell,15250000.0,0.0,256.0,8.0,15.6,0.040437758745970345,0.9595622412540297,163
235,235,Microsoft Surface Laptop 2 - Core i5-8250U/RAM 8GB/ SSD 128GB - Hàng Chính Hãng ,Microsoft,30200000.0,0.0,128.0,12.8,14.819999999999999,0.040437758745970345,0.9595622412540297,219
236,236,Combo Laptop AVITA LIBER V 14 màu đám mây bạc + Balo - Hàng chính hãng ,Avita,16900000.0,0.0,512.0,8.0,14.319999999999999,0.040437758745970345,0.9595622412540297,64
237,237,Laptop Acer Aspire 3 A315-55G-59BC NX.HNSSV.003 (Core i5-10210U/ 4GB DDR4 2400MHz/ 256GB SSD M.2 PCIE/ MX230 2GB/ 15.6 FHD/ Win10) - Hàng Chính Hãng ,Acer,14379000.0,0.0,358.6,4.0,15.280000000000001,0.040437758745970345,0.9595622412540297,127
238,238,Laptop MSI GF63 Thin 9SCSR-829VN (Core i5-9300H/ 8GB DDR4 2666MHz/ 512GB SSD M.2 PCIE/ GTX 1650Ti 4GB GDDR6 with Max-Q/ 15.6 FHD IPS  144Hz/ Win10) - Hàng Chính Hãng ,MSI,21209000.0,0.0,512.0,8.0,15.6,0.040437758745970345,0.9595622412540297,54
239,239,Microsoft Surface Laptop 2 - Core i5-8250U/RAM 8GB/ SSD 256GB - Hàng Chính Hãng ,Microsoft,31900000.0,0.0,256.0,110.4,16.279999999999998,0.040437758745970345,0.9595622412540297,8
240,240,Laptop Acer Aspire 5 A515-55-37HD NX.HSMSV.006 (Core i3-1005G1/ 4GB DDR4/ 256GB PCIe NVMe/ 15.6 FHD/ Win10) - Hàng Chính Hãng ,Acer,12519000.0,0.0,256.0,4.0,15.6,0.040437758745970345,0.9595622412540297,183
241,241,Laptop Avita Liber V14 NS14A8VNR571-CGB (Core i7-10510U/ 8GB DDR4 2400MHz/ 1TB SSD M.2 SATA/ 14 FHD IPS/ Win10) - Hàng Chính Hãng ,Avita,20399000.0,0.0,1.0,8.0,14.0,0.040437758745970345,0.9595622412540297,239
242,242,Laptop HP 15s-fq2027TU 2Q5Y3PA (Core i5-1135G7/ 8GB DDR4 2666MHz/ 512GB PCIe NVMe/ 15.6 SVA/ Win10) - Hàng Chính Hãng ,HP,16229000.0,0.0,512.0,8.0,15.6,0.040437758745970345,0.9595622412540297,55
243,243,Laptop Asus Vivobook Flip TP412FA-EC608T (i3-10110U/4GB/512GB SSD/14FHD Touch/VGA ON/Win10/Gray/Pen) - Hàng chính hãng ,Asus,13390000.0,0.0,512.0,8.0,14.179999999999998,0.040437758745970345,0.9595622412540297,67
244,244,Laptop Acer Aspire 3 A315-54-34U1 NX.HM2SV.007 (Core i3-10110U/ 4GB DDR4 2133MHz/ 256GB SSD M.2 PCIE/ 15.6 HD/ Win10) - Hàng Chính Hãng ,Acer,9790000.0,0.0,256.0,4.0,15.6,0.040437758745970345,0.9595622412540297,184
245,245,Laptop Acer Swift 5 SF514-52T-87TF NX.GTMSV.002 Core i7-8550U/ Win10 (14 ) - Hàng Chính Hãng ,Acer,20190000.0,0.0,256.0,8.0,14.0,0.040437758745970345,0.9595622412540297,175
246,246,Laptop Acer Aspire E5-576G-57Y2 (NX.GSBSV.001). intel Core I5 8250U - Hàng Nhập Khẩu ,Acer,10990000.0,0.0,1.0,4.0,15.280000000000001,0.040437758745970345,0.9595622412540297,247
247,247,Laptop MSI GP65 Leopard 9SD-224VN (Core i7-9750H/ 16GB DDR4 2666MHz/ 512GB SSD PCIE/ GTX 1660Ti 6GB/ 15.6 FHD IPS 144Hz  3ms/ Win10) - Hàng Chính Hãng ,MSI,37990000.0,0.0,512.0,16.0,15.6,0.040437758745970345,0.9595622412540297,24
248,248,Combo Laptop AVITA LIBER V 14 màu đen mờ + Balo - Hàng chính hãng ,Avita,16900000.0,0.0,512.0,8.0,14.319999999999999,0.040437758745970345,0.9595622412540297,65
249,249,Laptop Acer Swift 3 SF314-56G-78QS NX.HAQSV.001 (Core i7-8565U/ 8GB (4GB x2) DDR4 2133MHz/ 512GB PCIe NVMe SSD/ MX250 2GB/ 14 FHD IPS/ Win10) - Hàng Chính Hãng ,Acer,23489000.0,0.0,512.0,8.0,14.0,0.040437758745970345,0.9595622412540297,86
250,250,Surface Book 2 15  Core I7 Ram 16Gb 512Gb (New) - Hàng chính hãng ,Surface,62500000.0,0.0,460.8,62.4,14.819999999999999,0.040437758745970345,0.9595622412540297,6
251,251,Apple Macbook Air 2018 Core i5/ 8GB/ 128GB - Nhập Khẩu Chính Hãng ,Apple,24059000.0,34.0,128.0,8.0,13.3,0.37040786776803936,0.6295921322319606,234
